Individual_number;Individual.ID;Place;age;sex;Species;clade;population;ear.length;ear.width;head.length;head.width;interorbital.dist;intraorbital.dist;snout.length;lower.leg.length;hind.foot.length;third.toe.length;body.length;tail.length;body.mass;observer;male_repro;female_repro;pregnant_body.mass;comment;comment2;latitude;longitude;altitude;date;ear.marking;RADSeq.available
122;M54-04bibo;Ambodimahabibo;adult;M;bongolavensis;3;bong;20;14,2;35;20,4;19,1;6,4;9;39,1;26,6;9,9;87;152;43;GO;enlarged;NA;NA;NA;NA;-15.49532;47.475850000000001;NA;38206;CD;NA
123;F56-04bibo;Ambodimahabibo;adult;F;bongolavensis;3;bong;19,7;12,1;35,5;21,5;19,7;8,3;8,2;39,6;25,1;9,2;75;149;44;GO;NA;closed;NA;NA;NA;-15.498609999999999;47.482140000000001;NA;38209;A4;NA
124;M59-04bibo;Ambodimahabibo;adult;M;bongolavensis;3;bong;18,1;12,3;35;20,5;20,1;7,9;9,5;41,6;26,6;8,5;81;165;45;GO;enlarged;NA;NA;NA;NA;-15.493180000000001;47.480379999999997;NA;38209;D3;NA
125;F53-04bibo;Ambodimahabibo;adult;F;bongolavensis;3;bong;19,5;14,7;36,5;22,5;20,9;8,1;9,6;43,7;26,5;9,1;84;167;45;GO;NA;closed;NA;NA;NA;-15.496169999999999;47.47587;NA;38206;B2;NA
126;M58-04bibo;Ambodimahabibo;adult;M;bongolavensis;3;bong;18,8;12,9;36,6;20,2;19;7,5;9,7;41,7;25,5;8,8;80;166;52;GO;enlarged;NA;NA;NA;NA;-15.493370000000001;47.480899999999998;NA;38209;AC;NA
127;F52-04bibo;Ambodimahabibo;adult;F;bongolavensis;3;bong;23,6;14,9;38,3;22,6;20,5;8,4;10,3;42,9;27;9,3;86;156;52;GO;NA;closed;NA;NA;NA;-15.49916;47.483220000000003;NA;38201;A2C (nat);NA
128;F55-04bibo;Ambodimahabibo;adult;F;bongolavensis;3;bong;21,4;12,6;36,4;21,1;20,8;7,5;9,6;41,4;23,7;8;84;157;55;GO;NA;closed;NA;NA;NA;-15.49741;47.47878;NA;38208;A3;RADSEQ
129;M60-04bibo;Ambodimahabibo;adult;M;bongolavensis;3;bong;21,3;14,6;36;21,7;22,6;7,4;#NV;40,5;24,7;9,1;90;153;59;GO;enlarged;NA;NA;NA;NA;-15.497019999999999;47.476039999999998;NA;38210;C2;NA
130;M51-04bibo;Ambodimahabibo;adult;M;bongolavensis;3;bong;22,9;15,9;35,9;22,3;22,1;7,8;9,1;39,3;24,6;9,1;81;157;59;GO;enlarged;NA;NA;NA;NA;-15.493370000000001;47.480899999999998;NA;38200;C3;NA
131;F57-04bibo;Ambodimahabibo;adult;F;bongolavensis;3;bong;21;14,2;37,1;23;22,1;8;10,1;38,8;26,3;8,5;102;172;#NV;GO;NA;closed;75;NA;NA;-15.49475;47.482059999999997;NA;38209;B3;NA
132;M05-11hara;Ankarahara;adult;M;bongolavensis;3;bong;19,3;14,3;34,2;18,7;20;6;8;40,6;25,7;9,4;83;175;54;BSR;enlarged;NA;NA;NA;NA;-15.55;47.48;NA;40858;NA;NA
133;M09-11hara;Ankarahara;adult;M;bongolavensis;3;bong;19,1;13,5;35,6;19,5;19,2;5,1;7,1;41,5;24,3;#NV;90;155;60;BSR;enlarged;NA;NA;NA;NA;-15.55;47.48;NA;40861;NA;NA
134;M10-11hara;Ankarahara;adult;M;bongolavensis;3;bong;20,4;12,4;34,9;19,8;21,6;6,8;8,3;41,6;25;8,8;85;#NV;62;BSR;enlarged;NA;NA;NA;NA;-15.55;47.48;NA;40861;NA;NA
135;M01-11hara;Ankarahara;adult;M;bongolavensis;3;bong;21,4;15,1;34,9;19,5;21;7,6;6,8;42;24,8;8,8;85;154;62;BSR;enlarged;NA;NA;NA;NA;-15.55;47.48;NA;40848;NA;NA
136;M08-11hara;Ankarahara;adult;M;bongolavensis;3;bong;20,5;13,5;35,2;21,2;21,3;6,1;8,1;43,5;25,9;8,5;90;150;64;BSR;enlarged;NA;NA;NA;NA;-15.55;47.48;NA;40859;NA;NA
137;F07-11hara;Ankarahara;adult;F;bongolavensis;3;bong;21,1;14,8;34,7;21,8;19,4;6,1;7,3;41,2;23,1;8,8;90;165;72;BSR;NA;closed;NA;NA;NA;-15.55;47.48;NA;40859;NA;NA
138;F04-11hara;Ankarahara;adult;F;bongolavensis;3;bong;24,3;16,3;37,4;20,3;21,3;7;7,1;41,7;24,1;9,3;98;160;#NV;BSR;NA;pregnant;81;closed;NA;-15.55;47.48;NA;40858;NA;NA
139;F06-11hara;Ankarahara;adult;F;bongolavensis;3;bong;19,5;15,1;34,2;21,7;22,7;6,1;7,3;41,4;23,6;9,5;95;165;#NV;BSR;NA;pregnant;92;NA;NA;-15.55;47.48;NA;40859;NA;NA
140;F03-11hara;Ankarahara;adult;F;bongolavensis;3;bong;22,6;14,5;36,9;20,4;22,3;8,3;7,7;41,3;23,6;8,8;101;165;#NV;BSR;NA;pregnant;105;NA;NA;-15.55;47.48;NA;40854;NA;RADSEQ
141;F01-13zana;Mahatazana;adult;F;bongolavensis;3;bong;21,6;16;36,2;19,9;19,4;6,5;7,5;#NV;25;9;#NV;164;49;EZ;NA;closed;NA;NA;NA;-16.133333333333333;47.266666666666666;NA;41517;1;NA
142;F09-13zana;Mahatazana;adult;F;bongolavensis;3;bong;22,7;17;35,5;20,4;21,2;6,8;7,1;41;25,2;8,9;#NV;166;50;EZ;NA;closed;NA;NA;NA;-16.133333333333333;47.266666666666666;NA;41517;B1;RADSEQ
143;F04-13zana;Mahatazana;adult;F;bongolavensis;3;bong;21,8;15;36;18,6;21;6,2;7,3;40;22,5;9,6;#NV;140;51;EZ;NA;closed;NA;NA;NA;-16.133333333333333;47.266666666666666;NA;41516;4;NA
144;M10-13zana;Mahatazana;adult;M;bongolavensis;3;bong;21,5;15,6;36;20,1;20,6;7,3;7,4;40,8;25,2;8,4;#NV;155;54;EZ;NA;NA;NA;NA;NA;-16.133333333333333;47.266666666666666;NA;41517;A3;NA
145;F05-13zana;Mahatazana;adult;F;bongolavensis;3;bong;22;15,1;34;18,4;21,6;7,3;7,5;40;24,3;8,5;#NV;151;54;EZ;NA;closed;NA;NA;NA;-16.133333333333333;47.266666666666666;NA;41517;B;NA
146;M12-13zana;Mahatazana;adult;M;bongolavensis;3;bong;22,1;15,8;35,6;20,2;21,5;7,5;8;41;24,4;8,8;#NV;167;54;EZ;enlarged;NA;NA;NA;NA;-16.133333333333333;47.266666666666666;NA;41517;C1;NA
147;M11-13zana;Mahatazana;adult;M;bongolavensis;3;bong;20,5;15,2;35;19,8;21;6,5;8;41;24,4;9;#NV;153;57;EZ;enlarged;NA;NA;NA;NA;-16.133333333333333;47.266666666666666;NA;41517;B3;NA
148;F07-13zana;Mahatazana;adult;F;bongolavensis;3;bong;22,1;14,8;34,7;20,8;20,2;6,7;7,3;41;24,4;9,1;#NV;165;59;EZ;NA;closed;NA;NA;NA;-16.133333333333333;47.266666666666666;NA;41517;A2;RADSEQ
149;F14-13zana;Mahatazana;adult;F;bongolavensis;3;bong;19,5;15;35,8;20,5;21,5;7,5;8,6;40,4;25;8,8;#NV;150,4;65;EZ;NA;swollen;NA;open on 5.9.2013;NA;-16.133333333333333;47.266666666666666;NA;41516;D2;RADSEQ
150;M13-13zana;Mahatazana;adult;M;bongolavensis;3;bong;21,7;16,8;35,5;19,5;21,1;7;8,1;40,6;26,8;9,5;#NV;157;66;EZ;enlarged;NA;NA;NA;NA;-16.133333333333333;47.266666666666666;NA;41517;C3;NA
151;F08-13zana;Mahatazana;adult;F;bongolavensis;3;bong;20,5;14,9;36;21,3;21;7;7,4;40;25,3;9,5;#NV;169;71;EZ;NA;closed;NA;NA;NA;-16.133333333333333;47.266666666666666;NA;41517;A4;RADSEQ
152;F06-13zana;Mahatazana;adult;F;bongolavensis;3;bong;20,4;14;36,9;19;21;6,8;7,3;40;24;9;#NV;157;48;EZ;NA;closed;NA;NA;NA;-16.133333333333333;47.266666666666666;NA;41518;C;NA
153;M20-13zana;Mahatazana;adult;M;bongolavensis;3;bong;20,5;15;35;19,1;20,4;6,4;7,3;41;24,5;9,2;#NV;160;49;EZ;enlarged;NA;NA;NA;NA;-16.133333333333333;47.266666666666666;NA;41519;A1;NA
154;M22-13zana;Mahatazana;adult;M;bongolavensis;3;bong;#NV;14,4;36,2;19,2;20,8;6,9;8,1;42;25,6;8,5;#NV;157;50;EZ;enlarged;NA;NA;NA;NA;-16.133333333333333;47.266666666666666;NA;41519;D3;RADSEQ
155;F03-13zana;Mahatazana;adult;F;bongolavensis;3;bong;22,4;15;35,5;17,7;21;6,1;7,4;40;24,5;9;#NV;147;55;EZ;NA;closed;NA;NA;NA;-16.133333333333333;47.266666666666666;NA;41518;3;NA
156;M24-13zana;Mahatazana;adult;M;bongolavensis;3;bong;21;16,1;35;19,9;21,2;7,5;8;40,5;24,7;8,3;#NV;148;56;EZ;enlarged;NA;NA;NA;NA;-16.133333333333333;47.266666666666666;NA;41519;D4;NA
157;F17-13zana;Mahatazana;adult;F;bongolavensis;3;bong;22,3;15;35,4;20,9;21,3;7,1;7,9;40,7;24,9;9;#NV;153;64;EZ;NA;open;NA;NA;NA;-16.133333333333333;47.266666666666666;NA;41518;C2;RADSEQ
158;M23-13zana;Mahatazana;adult;M;bongolavensis;3;bong;21,2;17,1;35,1;22;#NV;7,1;7,8;41;25;9,2;#NV;154;73;EZ;enlarged;NA;NA;NA;NA;-16.133333333333333;47.266666666666666;NA;41519;C4;RADSEQ
161;F316-03ata;Maroakata;adult;F;bongolavensis;3;bong;19,2;12,3;35,8;20,4;19,8;8,1;7,8;40;25,6;9,1;79;149;45;GO;NA;closed;NA;NA;NA;-16.08766;47.302529999999997;NA;37862;C4;NA
162;M311-03ata;Maroakata;adult;M;bongolavensis;3;bong;21,2;12,4;34,3;18,7;19;7,7;6,6;38,5;25,1;8,6;75;161;45;GO;enlarged;NA;NA;NA;NA;-16.084610000000001;47.301940000000002;NA;37862;AB1;NA
163;F308-03ata;Maroakata;adult;F;bongolavensis;3;bong;24;12,2;36,1;20,9;18,3;8,5;8,4;41,6;27,3;9;89;156;47;GO;NA;closed;NA;NA;NA;-16.0871;47.304110000000001;NA;37860;13;NA
164;F314-03ata;Maroakata;adult;F;bongolavensis;3;bong;21;11,6;36,1;20,2;19,9;7,9;9,9;40,1;26,7;8,4;80;144;48;GO;NA;closed;NA;NA;NA;-16.085830000000001;47.302160000000001;NA;37862;D1;NA
165;M317-03ata;Maroakata;adult;M;bongolavensis;3;bong;22,1;#NV;36,4;20,3;20,4;8;#NV;41;24,5;#NV;85;156;50;GO;enlarged;NA;NA;NA;NA;-16.087679999999999;47.302340000000001;NA;37862;A2;NA
166;M312-03ata;Maroakata;adult;M;bongolavensis;3;bong;23,7;12,4;36,5;20,7;20,4;7,6;9,5;40;25,8;8,9;85;161;51;GO;enlarged;NA;NA;NA;NA;-16.084879999999998;47.301969999999997;NA;37862;34;NA
167;F318-03ata;Maroakata;adult;F;bongolavensis;3;bong;23,9;14,3;36,1;21,3;20;8,1;9,7;44,3;27;9,6;86;158;52;GO;NA;closed;NA;NA;NA;-16.08774;47.302300000000002;NA;37862;14;NA
168;F319-03ata;Maroakata;adult;F;bongolavensis;3;bong;22,9;12,1;38,6;22,9;20,2;8,2;9,5;42,8;26,9;8,7;94;162;57;GO;NA;closed;NA;NA;NA;-16.087890000000002;47.302250000000001;NA;37862;D3;NA
169;M313-03ata;Maroakata;adult;M;bongolavensis;3;bong;23,2;14;36,6;21,3;19,6;8,2;9,7;44,4;23,9;9,3;101;168;68;GO;enlarged;NA;NA;NA;NA;-16.08503;47.301929999999999;NA;37862;BD;NA
171;M332-03ata;Maroakata;adult;M;bongolavensis;3;bong;22,2;12,6;33,9;21,2;#NV;8;9,4;40,2;24,1;8,7;85;156;54;GO;enlarged;NA;NA;NA;NA;-16.08521;47.303310000000003;NA;37867;C12;NA
172;F323-03ata;Maroakata;adult;F;bongolavensis;3;bong;23,4;13,5;36;21,6;19,7;7,2;7,9;43,4;24,6;9,3;91;166;54;GO;NA;closed;NA;NA;NA;-16.079470000000001;47.30348;NA;37865;D2;NA
173;F345-03ata;Maroakata;adult;F;bongolavensis;3;bong;22,6;11,8;34,9;19,7;20,9;8,2;9,2;41,1;24,2;8,9;95;162;55;GO;NA;swollen;NA;NA;NA;-16.087679999999999;47.302340000000001;NA;37869;D2;NA
174;F341-03ata;Maroakata;adult;F;bongolavensis;3;bong;21;13;36,9;21,8;20,8;7,8;#NV;41,7;25,2;9;94;161;57;GO;NA;open;NA;NA;NA;-16.0855;47.301960000000001;NA;37869;13;NA
175;F339-03ata;Maroakata;adult;F;bongolavensis;3;bong;22,9;12,4;36,5;22,6;21;7,7;9,7;41,3;24,9;#NV;92;#NV;59;GO;NA;closed;NA;NA;NA;-16.08474;47.301960000000001;NA;37869;BC1;NA
176;M330-03ata;Maroakata;adult;M;bongolavensis;3;bong;24,4;11,7;36,4;21,1;20,8;6,9;9,3;43,3;26,7;8,2;86;162;60;GO;enlarged;NA;NA;NA;NA;-16.08484;47.302599999999998;NA;37867;BD1;NA
177;F327-03ata;Maroakata;adult;F;bongolavensis;3;bong;21,8;12,8;37,6;21,8;19,5;7,7;9,2;41,7;25,9;8,7;94;173;62;GO;NA;swollen;NA;NA;NA;-16.085270000000001;47.30198;NA;37866;24;NA
178;M344-03ata;Maroakata;adult;M;bongolavensis;3;bong;#NV;12,8;38,4;21,7;19,8;8,7;#NV;42,1;26,4;8,5;89;154;64;GO;enlarged;NA;NA;NA;NA;-16.086279999999999;47.30274;NA;37869;BC3;NA
179;F343-03ata;Maroakata;adult;F;bongolavensis;3;bong;20,6;13,1;36,6;21,1;20,5;7,8;9;44,2;24,8;8,7;92;151;65;GO;NA;open;NA;NA;NA;-16.08616;47.302729999999997;NA;37869;B1;NA
180;F326-03ata;Maroakata;adult;F;bongolavensis;3;bong;23,5;14,7;37,9;22,2;20;7,7;9,4;42,2;#NV;8,7;100;157;65;GO;NA;closed;NA;NA;NA;-16.085830000000001;47.302160000000001;NA;37866;CD34;NA
181;F346-03ata;Maroakata;adult;F;bongolavensis;3;bong;22,5;12;38,3;22;20,2;7,7;10;44;24,4;9,3;94;164;66;GO;NA;open;NA;NA;NA;-16.08783;47.30227;NA;37869;C3;NA
182;M338-03ata;Maroakata;adult;M;bongolavensis;3;bong;21,7;11,8;37,9;22,4;21,7;8;9,8;43,2;25,4;9,1;96;#NV;71;GO;enlarged;NA;NA;NA;NA;-16.084610000000001;47.301940000000002;NA;37869;B2;NA
185;F13-15sely;Marosely;adult;F;bongolavensis;3;bong;21;14,5;36,8;21;18;5;6,3;39;21,4;9;#NV;155;57;AMR;NA;closed;NA;NA;NA;-15.650416999999999;47.582267000000002;NA;42198;2;RADSEQ
186;M07-15sely;Marosely;adult;M;bongolavensis;3;bong;22;13,9;35;17,3;19;5,3;7,5;#NV;23,2;9;#NV;165;58;AMR;regressed;NA;NA;NA;NA;-15.651733;47.585099999999997;NA;42194;B;RADSEQ
187;F18-15sely;Marosely;adult;F;bongolavensis;3;bong;20,8;14,3;36,3;20,5;17,5;7;8;41,3;24;8,8;#NV;160;60;AMR;NA;closed;NA;NA;NA;-15.650316999999999;47.582467000000001;NA;42203;4;NA
188;M19-15sely;Marosely;adult;M;bongolavensis;3;bong;21,5;11,7;36,5;18,3;20,4;6,3;7;43,8;24;10;#NV;170;60;AMR;regressed;NA;NA;NA;NA;-15.63475;47.584699999999998;NA;42205;3;NA
189;M30-15sely;Marosely;adult;M;bongolavensis;3;bong;22,3;15;37;21,8;20,8;7;7,3;43,8;25,1;8,8;#NV;153;61;AMR;regressed;NA;NA;NA;NA;-15.652150000000001;47.585349999999998;NA;42214;A3;NA
190;M16-15sely;Marosely;adult;M;bongolavensis;3;bong;18,5;14,4;37,5;20;20;6;6,5;42;25,1;8,6;#NV;160;62;AMR;regressed;NA;NA;NA;NA;-15.650667;47.581932999999999;NA;42202;1;NA
191;F33-15sely;Marosely;adult;F;bongolavensis;3;bong;19,9;14,3;36,8;21,3;19,5;7;8;41,3;24,3;#NV;#NV;152;63;AMR;NA;closed;NA;NA;NA;-15.654350000000001;47.580333000000003;NA;42216;B2;NA
192;F28-15sely;Marosely;adult;F;bongolavensis;3;bong;20,8;15,6;36,5;22,4;20,3;8;8;39,6;24;8,4;#NV;150;64;AMR;NA;closed;NA;NA;NA;-15.650399999999999;47.583849999999998;NA;42214;A2;NA
193;F25-15sely;Marosely;adult;F;bongolavensis;3;bong;22,5;13,7;36,3;20;20,3;6,8;#NV;38,8;22,5;10;#NV;146;65;AMR;NA;closed;NA;NA;NA;-15.6541;47.580399999999997;NA;42209;D1;NA
194;F05-15sely;Marosely;adult;F;bongolavensis;3;bong;20;#NV;35,8;19,5;16,4;6,3;7,8;40,5;22;10;#NV;146;66;AMR;NA;closed;NA;NA;NA;-15.650316999999999;47.582467000000001;NA;42194;C;NA
195;F01-15sely;Marosely;adult;F;bongolavensis;3;bong;21,3;12,2;36,5;21;17,6;5;6,8;39,8;21,6;10;#NV;170;70;AMR;NA;closed;NA;NA;NA;-15.651417;47.584699999999998;NA;42194;A;NA
196;M03-15sely;Marosely;adult;M;bongolavensis;3;bong;22,4;14,2;34;22;21,3;6,3;6,3;41,8;24,5;10;#NV;161;71;AMR;regressed;NA;NA;NA;NA;-15.65315;47.586117000000002;NA;42194;A;NA
197;F29-15sely;Marosely;adult;F;bongolavensis;3;bong;19,8;14,5;37,8;24,3;22;7,5;7,3;38;24,2;8,3;#NV;148;#NV;AMR;NA;closed;75;NA;NA;-15.650399999999999;47.583849999999998;NA;42214;A3;NA
198;F 4-15sely;Marosely;adult;F;bongolavensis;3;bong;18,3;#NV;37;20;17,5;5,8;6,4;42;22,2;10;#NV;171;#NV;AMR;NA;closed;78;NA;NA;-15.650316999999999;47.582467000000001;NA;42205;C1;NA
199;F06-15sely;Marosely;adult;F;bongolavensis;3;bong;21,3;12,7;36,3;23,3;20;6,1;7,6;42,8;25;9;#NV;150;#NV;AMR;NA;closed;NA;NA;NA;-15.649933000000001;47.584049999999998;NA;42194;D;NA
202;M40-15sely;Marosely;adult;M;bongolavensis;3;bong;22;14,5;37,5;19;20;7;7,8;41,8;#NV;8,8;#NV;154;53;AMR;regressed;NA;NA;NA;NA;-15.658333000000001;47.585583;NA;42224;B4;NA
203;M34-15sely;Marosely;adult;M;bongolavensis;3;bong;21,5;14;36;19,8;20;6,8;6,3;41;24;8,8;#NV;152;64;AMR;regressed;NA;NA;NA;NA;-15.650767;47.584932999999999;NA;42217;B1;NA
204;M37-15sely;Marosely;adult;M;bongolavensis;3;bong;20,8;15,8;35,5;22,8;21,8;7;6,5;40,8;24;8;#NV;151;70;AMR;enlarged;NA;NA;NA;NA;-15.647817;47.585900000000002;NA;42219;B3;NA
205;RMR129;Ste Marie;adult;F;boraha;2;bora;20;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;145;56;RMR;NA;NA;NA;NA;NA;-16.922777779999901;49.874722220000002;NA;NA;NA;RADSEQ
206;RMR115;Ste Marie;adult;F;boraha;2;bora;19;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;143;56,5;RMR;NA;NA;NA;NA;NA;-16.922777779999901;49.874722220000002;NA;NA;NA;RADSEQ
207;RMR116;Ste Marie;adult;M;boraha;2;bora;20;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;141;56,5;RMR;NA;NA;NA;NA;NA;-16.922777779999901;49.874722220000002;NA;NA;NA;RADSEQ
208;RMR124;Ste Marie;adult;F;boraha;2;bora;20;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;#NV;140;#NV;RMR;NA;NA;61;NA;NA;-16.922777779999901;49.874722220000002;NA;NA;NA;RADSEQ
232;31-04;Ambarijeby;adult;F;danfossi;3;danf;19,9;12,5;35,1;20,4;19,8;6,7;7,5;37,7;26,8;9,7;75;143;43;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-14.951095599999899;47.710862079999998;NA;38141;NA;no
240;350-03;Ambongabe;adult;F;danfossi;3;danf;22,2;12;35;19,8;18,8;6,9;7,7;38,5;25,5;9,1;80;141;40;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.350845049999901;47.657324199999998;NA;37881;NA;no
241;352-03;Ambongabe;adult;M;danfossi;3;danf;22,1;#NV;35,7;19,9;20,7;7,3;10,2;37,4;24,9;8,6;75;144;44;GO;enlarged;NA;NA;no_age_initially_given_in_raw_data;NA;-15.350845049999901;47.657324199999998;NA;37883;NA;no
242;355-03;Ambongabe;adult;F;danfossi;3;danf;21,1;#NV;36,7;19,1;19,2;6,7;9,6;38,5;24,6;9;85;157;46;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.350845049999901;47.657324199999998;NA;37889;NA;no
243;357-03;Ambongabe;adult;F;danfossi;3;danf;19,6;12,7;37;20,8;20,1;7,6;10,3;41,4;26,2;10,3;76;152;50;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.350845049999901;47.657324199999998;NA;37892;NA;no
244;356-03;Ambongabe;adult;F;danfossi;3;danf;22,2;14,9;36,1;20;19,6;7,1;7,9;41,5;25,5;9,1;76;159;53;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.350845049999901;47.657324199999998;NA;37890;NA;no
245;354-03;Ambongabe;adult;M;danfossi;3;danf;21,5;13,7;37,1;20,8;20,2;7,2;9,1;41,3;25,4;8,8;78;152;54;GO;enlarged;NA;NA;no_age_initially_given_in_raw_data;NA;-15.350845049999901;47.657324199999998;NA;37888;NA;no
246;353-03;Ambongabe;adult;F;danfossi;3;danf;21,7;13,9;37,9;21,9;21;7,1;9,7;41,6;25,1;7,9;79;159;54;GO;NA;closed;NA;no_age_initially_given_in_raw_data;NA;-15.350845049999901;47.657324199999998;NA;37888;NA;no
247;349-03;Ambongabe;adult;M;danfossi;3;danf;23,8;14,2;36,1;21;22,3;7,4;9,5;41,3;24,2;9,6;92;173;60;GO;enlarged;NA;NA;no_age_initially_given_in_raw_data;NA;-15.350845049999901;47.657324199999998;NA;37881;NA;no
248;351-03;Ambongabe;adult;F;danfossi;3;danf;23,1;14;38,3;21,6;22,8;8,1;9,1;42,1;25,6;9,1;79;158;68;GO;NA;open;NA;no_age_initially_given_in_raw_data;NA;-15.350845049999901;47.657324199999998;NA;37881;NA;no
249;348-03;Ambongabe;adult;F;danfossi;3;danf;23;16,2;38,5;22,8;22,5;8,2;8,7;37,6;26,5;9,3;90;162;70;GO;NA;open;NA;no_age_initially_given_in_raw_data;NA;-15.350845049999901;47.657324199999998;NA;37881;NA;no
270;0007AEA5DF;Anjajavy;adult;M;danfossi;3;danf;22,9;#NV;37,5;22,7;#NV;#NV;11;#NV;#NV;#NV;#NV;162;63;MBB;enlarged;NA;NA;NA;NA;-15.00841;47.25085;3;42967;NA;NA
271;0007AEBB02;Anjajavy;adult;F;danfossi;3;danf;21,9;#NV;35,7;22,6;#NV;#NV;10,6;#NV;#NV;#NV;#NV;154;66;MBB;NA;closed;NA;close vagina;NA;-15.00841;47.25085;3;42967;NA;NA
272;Salome;Anjajavy;adult;F;danfossi;3;danf;22;#NV;36;23,3;#NV;#NV;10,5;#NV;#NV;#NV;#NV;152;67;MBB;NA;closed;NA;close vagina;NA;-15.00841;47.25085;3;42969;NA;NA
273;0007AD987D;Anjajavy;adult;F;danfossi;3;danf;23,1;#NV;37,7;22,4;#NV;#NV;11,2;#NV;#NV;#NV;#NV;164;68;MBB;NA;closed;NA;close vagina;NA;-15.00841;47.25085;3;42967;NA;NA
274;Elektra;Anjajavy;adult;F;danfossi;3;danf;22;#NV;37,8;23,9;#NV;#NV;11,9;#NV;#NV;#NV;#NV;154;71;MBB;NA;closed;NA;close vagina;NA;-15.00841;47.25085;3;42969;NA;NA
275;0007AEE00D;Anjajavy;adult;M;danfossi;3;danf;23;#NV;36,6;23,2;#NV;#NV;9,5;#NV;#NV;#NV;#NV;155;76;MBB;enlarged;NA;NA;NA;NA;-15.00841;47.25085;3;42966;NA;NA
276;0007AEC13A;Anjajavy;adult;F;danfossi;3;danf;21,1;#NV;37,3;23,3;#NV;#NV;9,8;#NV;#NV;#NV;#NV;155;77;MBB;NA;closed;NA;close vagina;NA;-15.00841;47.25085;3;42969;NA;NA
277;0007725D8F;Anjajavy;adult;M;danfossi;3;danf;23;#NV;37,9;23,2;#NV;#NV;10,9;#NV;#NV;#NV;#NV;158;77;MBB;enlarged;NA;NA;NA;NA;-15.00841;47.25085;3;42967;NA;NA
279;Isolde;Anjajavy;adult;F;danfossi;3;danf;25,1;#NV;35,1;23,1;#NV;#NV;10,8;#NV;#NV;#NV;#NV;154;72;MBB;NA;closed;NA;close vagina;NA;-15.00841;47.25085;3;43779;NA;NA
280;0007AE801E;Anjajavy;adult;F;danfossi;3;danf;24,7;#NV;37,8;23,7;#NV;#NV;11,8;#NV;#NV;#NV;#NV;175;79;MBB;NA;closed;NA;close vagina;NA;-15.00841;47.25085;3;43781;NA;NA
281;0007AD66C3;Anjajavy;adult;F;danfossi;3;danf;24;#NV;39;23,4;#NV;#NV;11,3;#NV;#NV;#NV;#NV;164;#NV;MBB;NA;pregnant;82;close vagina, pregnant?;NA;-15.00841;47.25085;3;43780;NA;NA
282;0007AE308D;Anjajavy;adult;F;danfossi;3;danf;24;#NV;38,9;24,1;#NV;#NV;10,3;#NV;#NV;#NV;#NV;164;#NV;MBB;NA;pregnant;105;pregnant?;NA;-15.00841;47.25085;3;43781;NA;NA
283;M91-04Anji;Anjiamangirana;adult;M;danfossi;3;danf;20,2;13,5;35,2;19,9;21;6,8;8,5;38,1;25,4;10,3;78;169;47;GO;enlarged;NA;NA;NA;NA;-15.151859999999999;47.735239999999997;NA;38251;23;NA
284;M88-04Anji;Anjiamangirana;adult;M;danfossi;3;danf;23,4;15;38;20,7;21,8;7;9,1;42,4;26,1;8,5;86;159;48;GO;enlarged;NA;NA;NA;NA;-15.1515;47.735849999999999;NA;38248;AB;NA
285;F93-04Anji;Anjiamangirana;adult;F;danfossi;3;danf;21,3;14;36,4;21;21,3;6,9;9,9;39,1;25,3;9,8;88;175;49;GO;NA;closed;NA;NA;NA;-15.15245;47.736150000000002;NA;38255;C1;NA
286;F89-04Anji;Anjiamangirana;adult;F;danfossi;3;danf;20,2;13,7;36,3;22,3;21,1;7,9;9,1;38,8;25,9;10,5;75;162;52;GO;NA;closed;NA;NA;NA;-15.153510000000001;47.73856;NA;38250;A3;NA
287;F92-04Anji;Anjiamangirana;adult;F;danfossi;3;danf;22,2;15,9;37,8;22,6;21;7,2;9,3;42,4;25,3;9,5;82;171;53;GO;NA;closed;NA;NA;NA;-15.156230000000001;47.726869999999998;NA;38252;A1;NA
288;M04-16Anji;Anjiamangirana;adult;M;danfossi;3;danf;21,3;14,5;#NV;20,5;20,9;7,5;7,8;42,8;24,5;8,5;#NV;157;58;AMR;enlarged;NA;NA;NA;NA;-15.163069999999999;47.736280000000001;127;42631;D;NA
289;F07 16Anji;Anjiamangirana;adult;F;danfossi;3;danf;20,7;14,8;37;21;21;6,3;7;40,2;23,5;8,8;#NV;158;64;AMR;NA;open;NA;NA;NA;-15.15573;47.73556;133;42630;3;NA
290;87-04;Anjiamangirana;adult;M;danfossi;3;danf;21,7;14,7;37,2;23,1;22,1;8,1;9,3;42,1;26;9,8;92;164;64;GO;enlarged;NA;NA;no_age_initially_given_in_raw_data;NA;-15.155559999999999;47.735840000000003;NA;38248;NA;no
